Gene_name,ID
OARD1,3271
OAS3,3272
OAT,3273
OBSL1,3274
OCIAD1,3275
OCIAD2,3276
OCRL,3277
OGDH,3278
OGDHL,3279
OGFOD2,3280
OGFR,3281
OGFRL1,3282
OGN,3283
OGT,3284
OLA1,3285
OLFM1,3286
OLFM2,3287
OLFM3,3288
OLFML3,3289
OMG,3290
OPA1,3291
OPA3,3292
OPALIN,3293
OPCML,3294
OPHN1,3295
OPLAH,3296
OPRK1,3297
OPTN,3298
OS9,3299
OSBP,3300
OSBP2,3301
OSBPL10,3302
OSBPL1A,3303
OSBPL2,3304
OSBPL3,3305
OSBPL5,3306
OSBPL6,3307
OSBPL8,3308
OSBPL9,3309
OSGEPL1,3310
OSTF1,3311
OTUB1,3312
OTUD6B,3313
OTUD7A,3314
OTUD7B,3315
OXA1L,3316
OXCT1,3317
OXLD1,3318
OXR1,3319
OXSM,3320
OXSR1,3321
P4HA1,3322
P4HB,3323
PA2G4,3324
PABPC1,3325
PABPC3,3326
PABPC4,3327
PABPN1,3328
PACS1,3329
PACS2,3330
PACSIN1,3331
PACSIN2,3332
PACSIN3,3333
PADI2,3334
PAFAH1B1,3335
PAFAH1B2,3336
PAFAH1B3,3337
PAG1,3338
PAICS,3339
PAIP1,3340
PAIP2,3341
PAK1,3342
PAK2,3343
PAK3,3344
PAK4,3345
PAK6,3346
PAK7,3347
PALD1,3348
PALLD,3349
PALM,3350
PALM2,3351
PALM3,3352
PAM,3353
PANK1,3354
PANK2,3355
PANK4,3356
PANX1,3357
PAPOLA,3358
PAPSS1,3359
PAPSS2,3360
PARD3,3361
PARK7,3362
PARN,3363
PARP1,3364
PARP10,3365
PARP4,3366
PARP9,3367
PARS2,3368
PARVA,3369
PARVB,3370
PAWR,3371
PBDC1,3372
PBLD,3373
PBRM1,3374
PBXIP1,3375
PC,3376
PCBP2,3377
PCBP4,3378
PCCA,3379
PCCB,3380
PCDH1,3381
PCDH11X,3382
PCDH17,3383
PCDH19,3384
PCDH7,3385
PCDH8,3386
PCDH9,3387
PCID2,3388
PCLO,3389
PCM1,3390
PCMT1,3391
PCNA,3392
PCNP,3393
PCP4,3394
PCP4L1,3395
PCSK1,3396
PCSK2,3397
PCYOX1,3398
PCYOX1L,3399
PCYT1A,3400
PCYT1B,3401
PCYT2,3402
PDAP1,3403
PDCD10,3404
PDCD11,3405
PDCD4,3406
PDCD5,3407
PDCD6,3408
PDCD6IP,3409
PDCL3,3410
PDDC1,3411
PDE12,3412
PDE1A,3413
PDE1B,3414
PDE1C,3415
PDE2A,3416
PDE4A,3417
PDE4B,3418
PDE4C,3419
PDE4D,3420
PDE4DIP,3421
PDE6D,3422
PDE8A,3423
PDHA1,3424
PDHB,3425
PDHX,3426
PDIA3,3427
PDIA4,3428
PDIA6,3429
PDK1,3430
PDK2,3431
PDK3,3432
PDLIM1,3433
PDLIM3,3434
PDLIM4,3435
PDLIM5,3436
PDLIM7,3437
PDP1,3438
PDPK1,3439
PDS5A,3440
PDS5B,3441
PDXDC1,3442
PDXK,3443
PDXP,3444
PDZD11,3445
PDZD2,3446
PDZD8,3447
PDZRN3,3448
PEA15,3449
PEBP1,3450
PECAM1,3451
PENK,3452
PEPD,3453
PET100,3454
PEX11B,3455
PEX14,3456
PEX16,3457
PEX19,3458
PEX3,3459
PEX5L,3460
PF4,3461
PFDN1,3462
PFDN2,3463
PFDN4,3464
PFDN5,3465
PFDN6,3466
PFKFB2,3467
PFKFB4,3468
PFKL,3469
PFKM,3470
PFKP,3471
PFN1,3472
PFN2,3473
PGAM1,3474
PGAM2,3475
PGAM4,3476
PGAM5,3477
PGAP1,3478
PGBD5,3479
PGD,3480
PGGT1B,3481
PGK1,3482
PGLS,3483
PGM1,3484
PGM2,3485
PGM2L1,3486
PGM3,3487
PGM5,3488
PGP,3489
PGPEP1,3490
PGRMC1,3491
PGRMC2,3492
PHACTR1,3493
PHACTR2,3494
PHACTR3,3495
PHACTR4,3496
PHB,3497
PHB2,3498
PHC2,3499
PHF14,3500
PHF20L1,3501
PHF5A,3502
PHF6,3503
PHGDH,3504
PHIP,3505
PHKA1,3506
PHKG1,3507
PHLDA3,3508
PHLDB1,3509
PHLPP1,3510
PHOSPHO1,3511
PHYH,3512
PHYHD1,3513
PHYHIP,3514
PHYHIPL,3515
PHYKPL,3516
PI16,3517
PI4K2A,3518
PI4KA,3519
PIANP,3520
PICALM,3521
PICK1,3522
PIGBOS1,3523
PIGK,3524
PIGT,3525
PIGU,3526
PIK3C2A,3527
PIK3C2B,3528
PIK3C3,3529
PIK3CA,3530
PIK3CB,3531
PIK3CD,3532
PIK3R1,3533
PIK3R4,3534
PIN1,3535
PIN4,3536
PIP4K2A,3537
PIP4K2B,3538
PIP4K2C,3539
PIP5K1A,3540
PIP5K1C,3541
PIP5KL1,3542
PIPOX,3543
PISD,3544
PITHD1,3545
PITPNA,3546
PITPNB,3547
PITPNC1,3548
PITPNM1,3549
PITPNM2,3550
PITPNM3,3551
PJA1,3552
PJA2,3553
PKIA,3554
PKIG,3555
PKM,3556
PKN1,3557
PKNOX1,3558
PKP2,3559
PKP4,3560
PLA2G16,3561
PLAA,3562
PLAT,3563
PLBD2,3564
PLCB1,3565
PLCB2,3566
PLCB4,3567
PLCD1,3568
PLCD3,3569
PLCG1,3570
PLCG2,3571
PLCH2,3572
PLCL1,3573
PLCL2,3574
PLD1,3575
PLD2,3576
PLD3,3577
PLEC,3578
PLEK,3579
PLEKHA1,3580
PLEKHA5,3581
PLEKHA6,3582
PLEKHA7,3583
PLEKHB1,3584
PLEKHD1,3585
PLEKHF2,3586
PLEKHG3,3587
PLEKHG5,3588
PLEKHO1,3589
PLG,3590
PLIN3,3591
PLLP,3592
PLP1,3593
PLP2,3594
PLRG1,3595
PLS1,3596
PLS3,3597
PLSCR1,3598
PLSCR4,3599
PLTP,3600
PLXDC2,3601
PLXNA1,3602
PLXNA2,3603
PLXNA3,3604
PLXNA4,3605
PLXNB1,3606
PLXNB2,3607
PLXNB3,3608
PLXNC1,3609
PLXND1,3610
PMFBP1,3611
PML,3612
PMM1,3613
PMP2,3614
PMPCA,3615
PMPCB,3616
PMS2,3617
PMVK,3618
PNCK,3619
PNISR,3620
PNKD,3621
PNKP,3622
PNMA1,3623
PNMA2,3624
PNMAL1,3625
PNN,3626
PNP,3627
PNPLA6,3628
PNPLA8,3629
PNPT1,3630
POGZ,3631
POLDIP2,3632
POLDIP3,3633
POLG,3634
POLR2A,3635
POLR2B,3636
POLR2C,3637
POLR2E,3638
POLR2G,3639
POLR2J,3640
POLR2K,3641
POLR2L,3642
POLR2M,3643
POLRMT,3644
POM121C,3645
POMGNT2,3646
PON1,3647
POR,3648
PORCN,3649
POTEF,3650
PPA1,3651
PPA2,3652
PPBP,3653
PPCS,3654
PPEF1,3655
PPFIA1,3656
PPFIA2,3657
PPFIA3,3658
PPFIA4,3659
PPFIBP2,3660
PPIA,3661
PPIB,3662
PPIF,3663
PPIG,3664
PPIH,3665
PPIL1,3666
PPIL2,3667
PPIL4,3668
PPIP5K1,3669
PPIP5K2,3670
PPM1A,3671
PPM1B,3672
PPM1E,3673
PPM1F,3674
PPM1G,3675
PPM1H,3676
PPM1J,3677
PPM1K,3678
PPM1L,3679
PPME1,3680
PPOX,3681
PPP1CA,3682
PPP1CB,3683
PPP1CC,3684
PPP1R11,3685
PPP1R12A,3686
PPP1R12B,3687
PPP1R12C,3688
PPP1R13B,3689
PPP1R14A,3690
PPP1R14C,3691
PPP1R16A,3692
PPP1R16B,3693
PPP1R18,3694
PPP1R1A,3695
PPP1R1B,3696
PPP1R2,3697
PPP1R21,3698
PPP1R3D,3699
PPP1R3E,3700
PPP1R7,3701
PPP1R9A,3702
PPP1R9B,3703
PPP2CA,3704
PPP2CB,3705
PPP2R1A,3706
PPP2R1B,3707
PPP2R2A,3708
PPP2R2C,3709
PPP2R2D,3710
PPP2R4,3711
PPP2R5A,3712
PPP2R5B,3713
PPP2R5C,3714
PPP2R5D,3715
PPP2R5E,3716
PPP3CA,3717
PPP3CB,3718
PPP3CC,3719
PPP4C,3720
PPP4R2,3721
PPP4R4,3722
PPP5C,3723
PPP6C,3724
PPP6R2,3725
PPP6R3,3726
PPTC7,3727
PQBP1,3728
PQLC1,3729
PRAF2,3730
PRCC,3731
PRDX1,3732
PRDX3,3733
PRDX4,3734
PRDX5,3735
PRDX6,3736
PRELP,3737
PREP,3738
PREPL,3739
PREX2,3740
PRICKLE2,3741
PRKAA1,3742
PRKAA2,3743
PRKAB2,3744
PRKACA,3745
PRKACB,3746
PRKAG1,3747
PRKAG2,3748
PRKAR1A,3749
PRKAR1B,3750
PRKAR2A,3751
PRKAR2B,3752
PRKCA,3753
PRKCB,3754
PRKCD,3755
PRKCDBP,3756
PRKCE,3757
PRKCG,3758
PRKCH,3759
PRKCI,3760
PRKCSH,3761
PRKD3,3762
PRKDC,3763
PRKG1,3764
PRKG2,3765
PRKRA,3766
PRMT1,3767
PRMT5,3768
PRMT8,3769
PRNP,3770
PROS1,3771
PROSC,3772
PRPF19,3773
PRPF3,3774
PRPF31,3775
PRPF38B,3776
PRPF4,3777
PRPF40A,3778
PRPF40B,3779
PRPF4B,3780
PRPF6,3781
PRPF8,3782
PRPH,3783
PRPS1,3784
PRPS2,3785
PRPSAP1,3786
PRPSAP2,3787
PRR18,3788
PRR36,3789
PRR7,3790
PRRC2A,3791
PRRC2B,3792
PRRC2C,3793
PRRT1,3794
PRRT2,3795
PRRT3,3796
PRTN3,3797
PRUNE,3798
PRUNE2,3799
PSAP,3800
PSAT1,3801
PSD,3802
PSD3,3803
PSIP1,3804
PSMA1,3805
PSMA2,3806
PSMA3,3807
PSMA4,3808
PSMA5,3809
PSMA6,3810
PSMA7,3811
PSMA8,3812
PSMB1,3813
PSMB10,3814
PSMB2,3815
PSMB3,3816
PSMB5,3817
PSMB6,3818
PSMB7,3819
PSMB8,3820
PSMB9,3821
PSMC1,3822
PSMC2,3823
PSMC3,3824
PSMC4,3825
PSMC5,3826
PSMC6,3827
PSMD1,3828
PSMD10,3829
PSMD11,3830
PSMD12,3831
PSMD13,3832
PSMD14,3833
PSMD3,3834
PSMD4,3835
PSMD6,3836
PSMD7,3837
PSMD8,3838
PSMD9,3839
PSME1,3840
PSME2,3841
PSME3,3842
PSMG1,3843
PSPC1,3844
PTBP1,3845
PTBP2,3846
PTCD3,3847
PTEN,3848
PTER,3849
PTGDS,3850
PTGES,3851
PTGES2,3852
PTGES3,3853
PTGFRN,3854
PTGR1,3855
PTGR2,3856
PTGS1,3857
PTK2,3858
PTK2B,3859
PTMA,3860
PTMS,3861
PTN,3862
PTP4A1,3863
PTP4A2,3864
PTP4A3,3865
PTPDC1,3866
PTPN11,3867
PTPN12,3868
PTPN23,3869
PTPN5,3870
PTPN6,3871
PTPN9,3872
PTPRA,3873
PTPRC,3874
PTPRD,3875
PTPRE,3876
PTPRF,3877
PTPRG,3878
PTPRK,3879
PTPRN,3880
PTPRN2,3881
PTPRR,3882
PTPRS,3883
PTPRT,3884
PTPRZ1,3885
PTRF,3886
PTRH1,3887
PTRH2,3888
PTRHD1,3889
PTTG1IP,3890
PUF60,3891
PUM1,3892
PUM2,3893
PURA,3894
PURB,3895
PURG,3896
PUS1,3897
PVALB,3898
PVR,3899
PVRL1,3900
PVRL2,3901
PVRL3,3902
PWP1,3903
PXK,3904
PXN,3905
PYCARD,3906
PYCR2,3907
PYGB,3908
PYGL,3909
PYGM,3910
QARS,3911
QDPR,3912
QKI,3913
QPCT,3914
QPRT,3915
QRSL1,3916
QTRT1,3917
R3HDM1,3918
R3HDM2,3919
RAB10,3920
RAB11A,3921
RAB11B,3922
RAB11FIP2,3923
RAB11FIP5,3924
RAB12,3925
RAB13,3926
RAB14,3927
RAB15,3928
RAB18,3929
RAB1A,3930
RAB1B,3931
RAB21,3932
RAB22A,3933
RAB23,3934
RAB24,3935
RAB26,3936
RAB27A,3937
RAB27B,3938
RAB28,3939
RAB29,3940
RAB2A,3941
RAB2B,3942
RAB30,3943
RAB31,3944
RAB32,3945
RAB33A,3946
RAB33B,3947
RAB35,3948
RAB37,3949
RAB39A,3950
RAB39B,3951
RAB3A,3952
RAB3B,3953
RAB3C,3954
RAB3D,3955
RAB3GAP1,3956
RAB3GAP2,3957
RAB4A,3958
RAB5A,3959
RAB5B,3960
RAB5C,3961
RAB6A,3962
RAB6B,3963
RAB7A,3964
RAB8A,3965
RAB8B,3966
RAB9A,3967
RAB9B,3968
RABAC1,3969
RABEP1,3970
RABEP2,3971
RABEPK,3972
RABGAP1,3973
RABGAP1L,3974
RABGEF1,3975
RABGGTA,3976
RABGGTB,3977
RABIF,3978
RABL2A,3979
RABL6,3980
RAC1,3981
RAC3,3982
RAD21,3983
RAD23A,3984
RAD23B,3985
RAE1,3986
RAF1,3987
RALA,3988
RALBP1,3989
RALGAPA1,3990
RALGAPB,3991
RALY,3992
RALYL,3993
RAN,3994
RANBP1,3995
RANBP2,3996
RANBP3,3997
RANBP6,3998
RANBP9,3999
RANGAP1,4000
RAP1A,4001
RAP1B,4002
RAP1GAP,4003
RAP1GAP2,4004
RAP1GDS1,4005
RAP2A,4006
RAP2B,4007
RAP2C,4008
RAPGEF1,4009
RAPGEF2,4010
RAPGEF3,4011
RAPGEF4,4012
RAPGEF5,4013
RAPGEF6,4014
RAPH1,4015
RARS,4016
RARS2,4017
RASA1,4018
RASA2,4019
RASAL1,4020
RASAL2,4021
RASGEF1A,4022
RASGRF1,4023
RASGRF2,4024
RASGRP2,4025
RASSF2,4026
RAVER1,4027
RB1CC1,4028
RBBP4,4029
RBBP6,4030
RBBP7,4031
RBBP9,4032
RBFOX1,4033
RBKS,4034
RBM10,4035
RBM12B,4036
RBM15,4037
RBM15B,4038
RBM17,4039
RBM22,4040
RBM25,4041
RBM26,4042
RBM3,4043
RBM33,4044
RBM39,4045
RBM4,4046
RBM4B,4047
RBM8A,4048
RBMS1,4049
RBMX,4050
RBP7,4051
RBSN,4052
RCAN2,4053
RCC1,4054
RCC2,4055
RCHY1,4056
RCN1,4057
RCN2,4058
RDH11,4059
RDH13,4060
RDH14,4061
RDX,4062
RECQL,4063
REEP1,4064
REEP2,4065
REEP3,4066
REEP5,4067
RELL1,4068
RELL2,4069
RENBP,4070
REPS1,4071
REPS2,4072
RER1,4073
REXO2,4074
RFC1,4075
RFC2,4076
RFFL,4077
RFK,4078
RFTN1,4079
RFTN2,4080
RGCC,4081
RGL2,4082
RGMA,4083
RGPD1,4084
RGS12,4085
RGS14,4086
RGS17,4087
RGS20,4088
RGS3,4089
RGS6,4090
RGS7,4091
RGS7BP,4092
RHBDD2,4093
RHBDF1,4094
RHEB,4095
RHOA,4096
RHOB,4097
RHOBTB3,4098
RHOC,4099
RHOF,4100
RHOG,4101
RHOJ,4102
RHOQ,4103
RHOT1,4104
RIC3,4105
RIC8A,4106
RIC8B,4107
RILPL1,4108
RIMBP2,4109
RIMKLA,4110
RIMS1,4111
RIMS2,4112
RIMS4,4113
RIN1,4114
RIN2,4115
RIPK1,4116
RIT2,4117
RLBP1,4118
RLTPR,4119
RMDN1,4120
RMDN2,4121
RMDN3,4122
RMND1,4123
RMND5A,4124
RNASE1,4125
RNASEL,4126
RNASET2,4127
RNF11,4128
RNF114,4129
RNF123,4130
RNF14,4131
RNF144A,4132
RNF157,4133
RNF175,4134
RNF181,4135
RNF2,4136
RNF20,4137
RNF213,4138
RNF214,4139
RNF219,4140
RNF34,4141
RNF40,4142
RNGTT,4143
RNH1,4144
RNMT,4145
RNMTL1,4146
RNPEP,4147
RNPS1,4148
ROBO1,4149
ROBO2,4150
ROCK1,4151
ROCK2,4152
ROGDI,4153
RP2,4154
RPA1,4155
RPA2,4156
RPA3,4157
RPAP3,4158
RPE,4159
RPH3A,4160
RPIA,4161
RPL10,4162
RPL10A,4163
RPL11,4164
RPL12,4165
RPL13,4166
RPL13A,4167
RPL14,4168
RPL15,4169
RPL17,4170
RPL18,4171
RPL18A,4172
RPL19,4173
RPL21,4174
RPL22,4175
RPL23,4176
RPL23A,4177
RPL24,4178
RPL26L1,4179
RPL27,4180
RPL27A,4181
RPL28,4182
RPL29,4183
RPL3,4184
RPL30,4185
RPL31,4186
RPL32,4187
RPL34,4188
RPL35,4189
RPL35A,4190
RPL36,4191
RPL36A,4192
RPL36AL,4193
RPL37,4194
RPL37A,4195
RPL38,4196
RPL39,4197
RPL4,4198
RPL5,4199
RPL6,4200
RPL7,4201
RPL7A,4202
RPL8,4203
RPL9,4204
RPLP0,4205
RPLP1,4206
RPLP2,4207
RPN1,4208
RPN2,4209
RPRD1A,4210
RPRD1B,4211
RPRD2,4212
RPS11,4213
RPS12,4214
RPS13,4215
RPS14,4216
RPS15,4217
RPS16,4218
RPS18,4219
RPS19,4220
RPS2,4221
RPS20,4222
RPS21,4223
RPS23,4224
RPS24,4225
RPS25,4226
RPS26,4227
RPS27,4228
RPS27A,4229
RPS27L,4230
RPS28,4231
RPS3,4232
RPS3A,4233
RPS4X,4234
RPS4Y1,4235
RPS5,4236
RPS6,4237
RPS6KA1,4238
RPS6KA2,4239
RPS6KA5,4240
RPS6KC1,4241
RPS7,4242
RPS8,4243
RPS9,4244
RPSA,4245
RPTOR,4246
RRAGB,4247
RRAGC,4248
RRAS,4249
RRAS2,4250
RRBP1,4251
RRM1,4252
RRM2B,4253
RRP1,4254
RSF1,4255
RSL1D1,4256
RSRC2,4257
RSU1,4258
RTCA,4259
RTCB,4260
RTF1,4261
RTFDC1,4262
RTKN,4263
RTN1,4264
RTN3,4265
RTN4,4266
RTN4IP1,4267
RTN4R,4268
RTN4RL2,4269
RUFY1,4270
RUFY2,4271
RUFY3,4272
RUNDC3A,4273
RUNDC3B,4274
RUVBL1,4275
RUVBL2,4276
RWDD1,4277
RYR2,4278
S100A1,4279
S100A10,4280
S100A11,4281
S100A12,4282
S100A4,4283
S100A6,4284
S100A8,4285
S100A9,4286
S100B,4287
S1PR5,4288
SAA1,4289
SAA2-SAA4,4290
SACM1L,4291
SACS,4292
SAE1,4293
SAFB,4294
SAFB2,4295
SAMD12,4296
SAMD14,4297
SAMHD1,4298
SAMM50,4299
SAP130,4300
SAP18,4301
SAP30BP,4302
SAR1A,4303
SAR1B,4304
SARAF,4305
SARDH,4306
SARS,4307
SARS2,4308
SART1,4309
SART3,4310
SASH1,4311
SASH3,4312
SATB2,4313
SBDS,4314
SBF1,4315
SCAF1,4316
SCAF4,4317
SCAF8,4318
SCAI,4319
SCAMP1,4320
SCAMP2,4321
SCAMP3,4322
SCAMP5,4323
SCAPER,4324
SCARA3,4325
SCARB2,4326
SCCPDH,4327
SCD,4328
SCFD1,4329
SCG2,4330
SCG3,4331
SCG5,4332
SCGN,4333
SCIN,4334
SCN1A,4335
SCN1B,4336
SCN2A,4337
SCN2B,4338
SCN3A,4339
SCN3B,4340
SCN4B,4341
SCN8A,4342
SCO1,4343
SCP2,4344
SCPEP1,4345
SCRIB,4346
SCRN1,4347
SCRN3,4348
SCYL1,4349
SCYL2,4350
SDAD1,4351
SDC2,4352
SDC3,4353
SDC4,4354
SDF4,4355
SDHA,4356
SDHB,4357
SDHC,4358
SDHD,4359
SDR39U1,4360
SEC11C,4361
SEC13,4362
SEC14L1,4363
SEC14L2,4364
SEC16A,4365
SEC22A,4366
SEC22B,4367
SEC23A,4368
SEC23B,4369
SEC23IP,4370
SEC24C,4371
SEC31A,4372
SEC61A1,4373
SEC61A2,4374
SEC62,4375
SEL1L,4376
SELENBP1,4377
SELO,4378
SEMA4A,4379
SEMA4B,4380
SEMA4D,4381
SEMA4F,4382
SEMA4G,4383
SEMA7A,4384
SENP8,4385
SEPHS1,4386
SEPSECS,4387
SEPW1,4388
SERAC1,4389
SERBP1,4390
SERF2,4391
SERINC1,4392
SERINC3,4393
SERPINA1,4394
SERPINA3,4395
SERPINB1,4396
SERPINB6,4397
SERPINB9,4398
SERPINC1,4399
SERPIND1,4400
SERPINE2,4401
SERPINF2,4402
SERPING1,4403
SERPINH1,4404
SERPINI1,4405
SESN1,4406
SESTD1,4407
SET,4408
SETD3,4409
SEZ6L2,4410
SF1,4411
SF3A1,4412
SF3A2,4413
SF3A3,4414
SF3B1,4415
SF3B2,4416
SF3B3,4417
SF3B4,4418
SF3B6,4419
SFPQ,4420
SFRP1,4421
SFT2D2,4422
SFXN1,4423
SFXN3,4424
SFXN4,4425
SFXN5,4426
SGCD,4427
SGIP1,4428
SGK223,4429
SGSM1,4430
SGSM2,4431
SGTA,4432
SGTB,4433
SH2B2,4434
SH2D3C,4435
SH2D5,4436
SH3BGRL,4437
SH3BGRL2,4438
SH3BGRL3,4439
SH3BP4,4440
SH3D19,4441
SH3GL1,4442
SH3GL2,4443
SH3GL3,4444
SH3GLB1,4445
SH3GLB2,4446
SH3KBP1,4447
SH3PXD2A,4448
SH3PXD2B,4449
SH3RF3,4450
SHANK1,4451
SHANK2,4452
SHANK3,4453
SHC3,4454
SHF,4455
SHISA4,4456
SHISA7,4457
SHISA9,4458
SHMT1,4459
SHMT2,4460
SHOC2,4461
SHOX2,4462
SHROOM2,4463
SHROOM3,4464
SIDT1,4465
SIK3,4466
SIL1,4467
SIN3A,4468
SIPA1,4469
SIPA1L1,4470
SIPA1L2,4471
SIRPA,4472
SIRT2,4473
SIRT5,4474
SKAP1,4475
SKIV2L,4476
SKIV2L2,4477
SKP1,4478
SLAIN1,4479
SLC12A1,4480
SLC12A2,4481
SLC12A5,4482
SLC12A6,4483
SLC12A9,4484
SLC13A5,4485
SLC14A1,4486
SLC16A7,4487
SLC17A6,4488
SLC17A7,4489
SLC17A8,4490
SLC1A1,4491
SLC1A2,4492
SLC1A3,4493
SLC1A4,4494
SLC22A17,4495
SLC22A18,4496
SLC22A23,4497
SLC24A2,4498
SLC24A4,4499
SLC25A1,4500
SLC25A10,4501
SLC25A11,4502
SLC25A12,4503
SLC25A13,4504
SLC25A14,4505
SLC25A15,4506
SLC25A18,4507
SLC25A19,4508
SLC25A20,4509
SLC25A22,4510
SLC25A23,4511
SLC25A25,4512
SLC25A27,4513
SLC25A29,4514
SLC25A3,4515
SLC25A32,4516
SLC25A33,4517
SLC25A36,4518
SLC25A4,4519
SLC25A40,4520
SLC25A42,4521
SLC25A44,4522
SLC25A46,4523
SLC25A5,4524
SLC25A6,4525
SLC27A1,4526
SLC27A2,4527
SLC27A4,4528
SLC29A1,4529
SLC2A1,4530
SLC2A13,4531
SLC2A3,4532
SLC2A6,4533
SLC30A1,4534
SLC30A3,4535
SLC30A9,4536
SLC32A1,4537
SLC35A4,4538
SLC38A1,4539
SLC38A2,4540
SLC38A3,4541
SLC39A10,4542
SLC39A12,4543
SLC39A14,4544
SLC39A6,4545
SLC39A7,4546
SLC3A2,4547
SLC41A3,4548
SLC43A2,4549
SLC44A1,4550
SLC44A2,4551
SLC4A1,4552
SLC4A10,4553
SLC4A1AP,4554
SLC4A3,4555
SLC4A4,4556
SLC4A7,4557
SLC4A8,4558
SLC6A1,4559
SLC6A11,4560
SLC6A12,4561
SLC6A15,4562
SLC6A17,4563
SLC6A4,4564
SLC6A7,4565
SLC6A8,4566
SLC6A9,4567
SLC7A1,4568
SLC7A11,4569
SLC7A14,4570
SLC7A2,4571
SLC7A3,4572
SLC7A5,4573
SLC7A6,4574
SLC7A8,4575
SLC8A1,4576
SLC8A2,4577
SLC8A3,4578
SLC9A1,4579
SLC9A6,4580
SLC9A7,4581
SLC9B2,4582
SLCO1B1,4583
SLCO3A1,4584
SLIRP,4585
SLIT1,4586
SLIT2,4587
SLITRK4,4588
SLITRK5,4589
SLK,4590
SLTM,4591
SMAD4,4592
SMAD5,4593
SMAP1,4594
SMAP2,4595
SMARCA2,4596
SMARCA4,4597
SMARCA5,4598
SMARCC2,4599
SMARCE1,4600
SMC1A,4601
SMC3,4602
SMCHD1,4603
SMCR8,4604
SMG1,4605
SMIM12,4606
SMIM13,4607
SMIM18,4608
SMIM20,4609
SMNDC1,4610
SMOC1,4611
SMPD3,4612
SMPX,4613
SMS,4614
SMTN,4615
SMU1,4616
SMYD2,4617
SMYD3,4618
SMYD5,4619
SNAP23,4620
SNAP25,4621
SNAP29,4622
SNAP47,4623
SNAP91,4624
SNCA,4625
SNCB,4626
SNCG,4627
SND1,4628
SNPH,4629
SNRK,4630
SNRNP200,4631
SNRNP27,4632
SNRNP40,4633
SNRNP70,4634
SNRPA,4635
SNRPA1,4636
SNRPB,4637
SNRPB2,4638
SNRPC,4639
SNRPD1,4640
SNRPD2,4641
SNRPD3,4642
SNRPF,4643
SNRPG,4644
SNTA1,4645
SNTB1,4646
SNTB2,4647
SNUPN,4648
SNW1,4649
SNX1,4650
SNX10,4651
SNX12,4652
SNX13,4653
SNX14,4654
SNX17,4655
SNX18,4656
SNX2,4657
SNX25,4658
SNX27,4659
SNX29,4660
SNX3,4661
SNX30,4662
SNX32,4663
SNX4,4664
SNX5,4665
SNX6,4666
SNX7,4667
SNX9,4668
SOD1,4669
SOD2,4670
SOGA1,4671
SON,4672
SORBS1,4673
SORBS2,4674
SORBS3,4675
SORCS1,4676
SORCS2,4677
SORCS3,4678
SORD,4679
SORL1,4680
SORT1,4681
SOWAHA,4682
SOX10,4683
SOX11,4684
SP100,4685
SPAG1,4686
SPAG7,4687
SPAG9,4688
SPARC,4689
SPAST,4690
SPATA2,4691
SPATA33,4692
SPATS2,4693
SPATS2L,4694
SPCS1,4695
SPCS2,4696
SPCS3,4697
SPECC1,4698
SPECC1L,4699
SPEG,4700
SPEN,4701
SPG11,4702
SPG20,4703
SPG21,4704
SPG7,4705
SPHK2,4706
SPHKAP,4707
SPIN1,4708
SPIRE1,4709
SPOCK1,4710
SPOCK2,4711
SPOCK3,4712
SPON1,4713
SPP1,4714
SPR,4715
SPRED1,4716
SPRED3,4717
SPRY2,4718
SPRYD4,4719
SPRYD7,4720
SPTA1,4721
SPTAN1,4722
SPTB,4723
SPTBN1,4724
SPTBN2,4725
SPTBN4,4726
SPTLC1,4727
SPTLC2,4728
SPTY2D1,4729
SQRDL,4730
SQSTM1,4731
SRC,4732
SRCIN1,4733
SREK1,4734
SRGAP2,4735
SRGAP3,4736
SRI,4737
SRP14,4738
SRP54,4739
SRP68,4740
SRP72,4741
SRP9,4742
SRPK1,4743
SRPK2,4744
SRPR,4745
SRPRB,4746
SRR,4747
SRRM1,4748
SRRM2,4749
SRRT,4750
SRSF1,4751
SRSF10,4752
SRSF11,4753
SRSF12,4754
SRSF2,4755
SRSF3,4756
SRSF4,4757
SRSF5,4758
SRSF6,4759
SRSF7,4760
SRSF8,4761
SRSF9,4762
SRXN1,4763
SS18L1,4764
SSB,4765
SSBP1,4766
SSFA2,4767
SSH1,4768
SSH3,4769
SSPN,4770
SSR1,4771
SSR4,4772
SSRP1,4773
SST,4774
SSX2IP,4775
ST13,4776
STAB1,4777
STAC2,4778
STAG1,4779
STAG2,4780
STAM,4781
STAM2,4782
STARD10,4783
STARD3NL,4784
STARD7,4785
STAT1,4786
STAT2,4787
STAT3,4788
STAT4,4789
STAT5A,4790
STAT6,4791
STAU2,4792
STEAP2,4793
STIM1,4794
STIM2,4795
STIP1,4796
STK10,4797
STK11,4798
STK24,4799
STK25,4800
STK32C,4801
STK38,4802
STK38L,4803
STK39,4804
STMN1,4805
STMN2,4806
STMN3,4807
STMN4,4808
STOM,4809
STOML2,4810
STON2,4811
STRADA,4812
STRAP,4813
STRBP,4814
STRIP1,4815
STRIP2,4816
STRN,4817
STRN3,4818
STRN4,4819
STT3A,4820
STT3B,4821
STX12,4822
STX16,4823
STX17,4824
STX1A,4825
STX1B,4826
STX4,4827
STX6,4828
STX7,4829
STX8,4830
STXBP1,4831
STXBP2,4832
STXBP3,4833
STXBP5,4834
